"State","Year","Month","Period","Indicator","Data Value","Percent Complete","Percent Pending Investigation","State Name","Footnote","Footnote Symbol","Predicted Value"
"FL","2020","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,208","100","0.052442349","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,208"
"FL","2020","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,204","100","0.052201148","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,204"
"FL","2020","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,200","100","0.054218275","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,200"
"FL","2020","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,262","100","0.055757677","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,262"
"FL","2020","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,259","100","0.059393086","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,259"
"FL","2020","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,276","100","0.06606435","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,276"
"FL","2020","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,294","100","0.065790897","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,294"
"FL","2020","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,323","100","0.066949817","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,323"
"FL","2020","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.066236621","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2020","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,291","100","0.065264867","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,291"
"FL","2020","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.068283252","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2021","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,276","100","0.06678871","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,276"
"FL","2021","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,286","100","0.0696401","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,286"
"FL","2021","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,299","100","0.076912098","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,299"
"FL","2021","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,297","100","0.083454626","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,297"
"FL","2021","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,245","100","0.090624323","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,245"
"FL","2021","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,243","100","0.097266305","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,245"
"FL","2021","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,217","100","0.099584137","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,219"
"FL","2021","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,222","100","0.099335307","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,224"
"FL","2021","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,194","100","0.103702754","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,197"
"FL","2021","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,190","100","0.110017588","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,194"
"FL","2021","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,190","100","0.12349791","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,196"
"FL","2021","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,187","100","0.131784146","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,194"
"FL","2022","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,167","100","0.144280575","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,176"
"FL","2022","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,154","100","0.148759213","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,164"
"FL","2022","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,149","100","0.151459347","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,159"
"FL","2022","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,130","100","0.155149959","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,141"
"FL","2022","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,140","100","0.154530236","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,151"
"FL","2022","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,111","100","0.147952504","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,120"
"FL","2022","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,125","100","0.148655636","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,135"
"FL","2022","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,106","100","0.163791739","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,118"
"FL","2022","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,086","100","0.174193944","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,099"
"FL","2022","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,067","100","0.193636367","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,083"
"FL","2022","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,046","100","0.202658082","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,063"
"FL","2022","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,040","100","0.219709555","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,060"
"FL","2023","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,027","100","0.214171278","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,046"
"FL","2023","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,023","100","0.221987808","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,043"
"FL","2023","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,008","100","0.214110973","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,026"
"FL","2023","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,008","100","0.207892286","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","1,025"
"FL","2023","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","977","100","0.201282274","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","993"
"FL","2023","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","966","100","0.201550322","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","982"
"FL","2023","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","964","100","0.200282953","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","980"
"FL","2023","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","951","100","0.191510281","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","965"
"FL","2023","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","946","100","0.180670794","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","959"
"FL","2023","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","946","100","0.161426045","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","956"
"FL","2023","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","944","100","0.144962447","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","952"
"FL","2023","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","934","100","0.124604413","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","939"
"FL","2024","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","944","100","0.130739259","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","950"
"FL","2024","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","920","100","0.12251267","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","925"
"FL","2024","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","908","100","0.122540062","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","913"
"FL","2024","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","896","100","0.126938502","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","901"
"FL","2024","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","901","100","0.155708301","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","910"
"FL","2024","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","888","100","0.205485341","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","903"
"FL","2024","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","835","100","0.223507474","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","851"
"FL","2024","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","812","100","0.221781153","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","828"
"FL","2024","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","787","100","0.222626649","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","802"
"FL","2024","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.217355537","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2024","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.211302062","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2024","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.200056293","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2025","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.192513184","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.189279913","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.186591395","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.174907676","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.146532215","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.095100376","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.07567718","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2025","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","595","100","0.082638877","Florida","Underreported due to incomplete data.","*","597"
"FL","2025","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","577","100","0.082187134","Florida","Underreported due to incomplete data.","*","579"
"FL","2025","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","585","100","0.097967074","Florida","Underreported due to incomplete data.","*","588"
"FL","2025","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","606","100","0.115304622","Florida","Underreported due to incomplete data.","*","610"
"FL","2025","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0.152704395","Florida","Underreported due to incomplete data. Data not shown due to low data quality.","*",
"FL","2015","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.034889253","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.034104444","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.033377663","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.032246656","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.033149114","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.031542968","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.031463572","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.02881192","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.027678539","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.030163753","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.032768252","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2015","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.036541995","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.037665755","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.038068585","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.038931435","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.040840706","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.042336139","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.045345004","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.047272191","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.051697922","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.052631046","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.054989406","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.054703497","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2016","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.047008462","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.046295605","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.045837734","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.044802644","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.043210275","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.04164477","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.040531056","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.038537549","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.037449492","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.04216141","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.047394523","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.051213766","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2017","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.064024523","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.064850532","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.066061581","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.067967624","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.068936134","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.06987351","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.068349106","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.069197547","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.067889312","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.065120377","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.058037749","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.054746629","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2018","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.04997093","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.049486937","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.048662511","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.048164635","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.047994648","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.047310769","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.049616556","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.048524798","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.049889188","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0.049428454","Florida","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"FL","2019","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","3,616","100","0.051315745","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","3,616"
"FL","2019","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","3,674","100","0.053047609","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","3,674"
"FL","2019","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","3,747","100","0.051492324","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","3,747"
"FL","2020","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","3,831","100","0.052227255","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","3,831"
"FL","2020","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","3,923","100","0.052442349","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","3,923"
"FL","2020","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","4,107","100","0.052201148","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","4,107"
"FL","2020","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","4,328","100","0.054218275","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","4,328"
"FL","2020","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","4,674","100","0.055757677","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","4,674"
"FL","2020","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","4,880","100","0.059393086","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","4,880"
"FL","2020","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,078","100","0.06606435","Florida","Numbers may differ from published reports using final data. See Technical Notes.","**","5,078"
